ip_address,name,as_number,as_org,country_code,city,version,error,dnssec,reliability,checked_at,created_at
203.210.237.165,adsl.hnpt.com.vn.,45899,VNPT Corp,VN,Long Xuyen,ZyWALL DNS,,false,0.60,2020-11-17T18:06:19Z,2020-09-02T19:43:23Z
217.11.176.244,,24722,LLC Babilon-T,TJ,Konibodom,ZyWALL DNS,,false,1.00,2020-09-18T00:56:32Z,2020-09-02T19:50:11Z
217.8.34.70,70.34.8.217.north.tcell.tj.,48887,Cjsc Indigo Tajikistan,TJ,Dushanbe,ZyWALL DNS,,false,1.00,2020-09-18T00:56:47Z,2020-09-02T19:50:24Z
185.42.96.217,,47139,Cjsc Indigo Tajikistan,TJ,,ZyWALL DNS,,false,1.00,2020-09-18T00:56:32Z,2020-09-02T19:50:30Z
103.142.212.235,,139651,KAYANAT TECHNOLOGY INTERNET SERVICES CO,AF,,Microsoft DNS 6.1.7601 (1DB15F75),,false,0.96,2020-09-21T22:51:04Z,2020-09-02T19:52:16Z
80.72.49.57,80-72-49-57.dynamic.modem.fl1.li.,20634,Telecom Liechtenstein AG,LI,Schaan,ZyWALL DNS,,false,1.00,2020-09-18T00:56:33Z,2020-09-02T20:01:44Z
194.183.81.131,host-194-183-81-131-static.telecomitalia.sm.,15433,Telecom Italia San Marino S.p.A,SM,Dogana,ZyWALL DNS,,false,0.08,2020-09-21T22:51:03Z,2020-09-02T20:09:52Z
210.190.105.66,ns.morritan.co.jp.,4713,NTT Communications Corporation,JP,Setagaya-ku,Microsoft DNS 6.1.7601 (1DB15F75),,false,1.00,2020-09-18T00:56:36Z,2020-09-02T20:14:38Z
47.90.0.25,mail.brightonequipment.com.,45102,"Alibaba (US) Technology Co., Ltd.",HK,,,,false,0.89,2020-11-17T08:12:09Z,2020-09-03T03:09:36Z
59.148.213.230,059148213230.ctinets.com.,9269,Hong Kong Broadband Network Ltd.,HK,Central,,,false,1.00,2020-11-17T08:11:55Z,2020-09-03T03:09:42Z
59.148.250.34,059148250034.ctinets.com.,9269,Hong Kong Broadband Network Ltd.,HK,Kowloon,9.3.6-P1-RedHat-9.3.6-20.P1.el5_8.6,,false,1.00,2020-09-18T00:56:42Z,2020-09-03T03:09:48Z
59.152.214.132,mail.tianchengauction.com.,9381,HKBN Enterprise Solutions HK Limited,HK,Central,Microsoft DNS 6.1.7601 (1DB15F75),,false,0.98,2020-11-17T18:07:36Z,2020-09-03T03:09:51Z
59.188.74.1,,17444,AS number for New World Telephone Ltd.,HK,,,,false,1.00,2020-11-11T20:14:45Z,2020-09-03T03:09:53Z
61.92.164.145,mail.yukkee.com.hk.,9269,Hong Kong Broadband Network Ltd.,HK,Central,,,false,1.00,2020-11-11T20:14:46Z,2020-09-03T03:09:55Z
61.93.207.118,061093207118.ctinets.com.,9269,Hong Kong Broadband Network Ltd.,HK,Central,Microsoft DNS 6.0.6002 (17724655),,false,1.00,2020-09-18T00:56:35Z,2020-09-03T03:10:01Z
61.93.221.46,061093221046.ctinets.com.,9269,Hong Kong Broadband Network Ltd.,HK,Kowloon,dnsmasq-2.66,,false,1.00,2020-11-11T20:14:45Z,2020-09-03T03:10:03Z
101.78.189.210,,9381,HKBN Enterprise Solutions HK Limited,HK,Central,dnsmasq-2.78,,false,1.00,2020-09-18T00:56:30Z,2020-09-03T03:10:05Z
101.78.230.190,,9381,HKBN Enterprise Solutions HK Limited,HK,Central,,,false,1.00,2020-09-18T00:56:41Z,2020-09-03T03:10:10Z
101.101.101.101,twnic-public-dns.twnic.tw.,131621,Taiwan Network Information Center,TW,,101,,true,1.00,2020-09-18T00:56:31Z,2020-09-03T03:10:14Z
101.102.103.104,twnic-public-dns.twnic.tw.,131621,Taiwan Network Information Center,TW,,101,,true,1.00,2020-09-18T00:56:31Z,2020-09-03T03:10:17Z
103.198.192.43,ioshare.com.,55720,Gigabit Hosting Sdn Bhd,HK,,,,false,0.99,2020-11-17T18:05:51Z,2020-09-03T03:10:32Z
103.240.65.226,,9381,HKBN Enterprise Solutions HK Limited,HK,Central,Microsoft DNS 6.1.7601 (1DB14556),,false,1.00,2020-09-18T00:56:41Z,2020-09-03T03:10:36Z
103.244.159.82,mail.leehungfat.com.hk.,9381,HKBN Enterprise Solutions HK Limited,HK,Central,Microsoft DNS 6.1.7601 (1DB15EC5),,false,1.00,2020-09-18T00:56:36Z,2020-09-03T03:10:37Z
103.251.112.62,ns1.huginforce.com.,133380,Layerstack Limited,HK,,,,false,1.00,2020-09-18T00:56:46Z,2020-09-03T03:10:41Z
103.251.112.67,mail.huginforce.com.,133380,Layerstack Limited,HK,,,,false,1.00,2020-09-18T00:56:51Z,2020-09-03T03:10:45Z
113.28.55.94,113-28-55-94.static.imsbiz.com.,4515,HKT Limited,HK,Central,9.3.6-P1-RedHat-9.3.6-4.P1.el5_5.3,,false,0.95,2020-11-17T08:12:12Z,2020-09-03T03:12:24Z
152.101.4.130,ns7.hk.net.,4058,CITIC Telecom International CPC Limited,HK,,[secured],,false,1.00,2020-09-18T00:56:58Z,2020-09-03T03:13:16Z
152.101.179.129,152-101-179-129.static.hk.net.,4058,CITIC Telecom International CPC Limited,HK,,Microsoft DNS 6.1.7601 (1DB15D39),,false,1.00,2020-09-18T00:56:57Z,2020-09-03T03:13:20Z
175.45.61.220,mail.thecoresystem.com.hk.,9381,HKBN Enterprise Solutions HK Limited,HK,Central,Microsoft DNS 6.0.6002 (1772487D),,false,1.00,2020-09-18T00:56:43Z,2020-09-03T03:13:34Z
176.103.130.131,176-103-130-131.dns.adguard.com.,199274,"Serveroid, LLC",RU,,,,true,1.00,2020-09-18T00:56:56Z,2020-09-03T03:13:35Z
185.228.169.9,security-filter-dns2.cleanbrowsing.org.,205157,Daniel Cid,IE,,CleanBrowsing v1.6a - dns-edge-europe-amsterdam-p,,true,1.00,2020-09-18T00:56:47Z,2020-09-03T03:13:47Z
199.2.252.10,ns2.sprintlink.net.,1239,SPRINTLINK,US,,,,true,1.00,2020-09-18T00:56:51Z,2020-09-03T03:13:54Z
202.56.8.197,ns1.hkg001.pnap.net.,24246,Internap Network Services,HK,,,,false,1.00,2020-09-18T00:57:00Z,2020-09-03T03:14:24Z
202.56.8.198,ns2.hkg001.pnap.net.,24246,Internap Network Services,HK,,,,false,1.00,2020-11-17T18:06:49Z,2020-09-03T03:14:30Z
202.64.161.118,,2706,HKBN Enterprise Solutions HK Limited,HK,,,,false,0.85,2020-11-17T08:12:00Z,2020-09-03T03:14:37Z
202.88.99.221,202-88-99-221.static.hk.net.,4058,CITIC Telecom International CPC Limited,HK,,Microsoft DNS 6.1.7601 (1DB15D39),,false,1.00,2020-09-18T00:56:46Z,2020-09-03T03:14:57Z
202.130.97.66,dns2.hkbnes.net.hk.,9381,HKBN Enterprise Solutions HK Limited,HK,Central,[SECURED],,true,1.00,2020-11-17T18:05:40Z,2020-09-03T03:15:05Z
202.130.102.211,mail.sinocap.com.hk.,9381,HKBN Enterprise Solutions HK Limited,HK,Ma Wan,,,false,1.00,2020-09-18T00:56:40Z,2020-09-03T03:15:07Z
202.134.72.177,static-ip-177-72-134-202.rev.dyxnet.com.,9584,Diyixian.com Limited,HK,Aberdeen,9.3.6-P1-RedHat-9.3.6-20.P1.el5_8.5,,false,0.99,2020-09-18T00:56:42Z,2020-09-03T03:15:18Z
202.134.87.4,static-ip-4-87-134-202.rev.dyxnet.com.,9584,Diyixian.com Limited,HK,Aberdeen,,,false,0.93,2020-10-20T11:23:23Z,2020-09-03T03:15:20Z
202.155.222.251,,9381,HKBN Enterprise Solutions HK Limited,HK,Sai Kung,,,false,0.99,2020-11-17T18:06:39Z,2020-09-03T03:15:47Z
202.174.158.10,ns5.speedcast.com.,9229,SPEEDCAST Limited,HK,,9.9.4-RedHat-9.9.4-29.el7_2.3,,true,0.99,2020-11-17T18:07:39Z,2020-09-03T03:15:51Z
202.180.161.1,ns8.imsbiz.com.,4515,HKT Limited,HK,Sheung Wan,[Secured],,false,0.99,2020-11-17T18:08:28Z,2020-09-03T03:15:54Z
202.181.213.110,ns5.1sthost.com.,7540,HongKong Commercial Internet Exchange,HK,,Microsoft DNS 6.1.7601 (1DB15F75),,false,0.73,2020-11-17T08:11:46Z,2020-09-03T03:16:15Z
203.85.45.20,adv.chkg.com.,4058,CITIC Telecom International CPC Limited,HK,,named 4.9.6a-Rel-Friday-4-July-97\010\009GregSchueman-LarryKahn-VirajBais-LeonMcCalla,,true,1.00,2020-09-18T00:56:42Z,2020-09-03T03:16:19Z
203.85.45.24,pc024.chkg.com.,4058,CITIC Telecom International CPC Limited,HK,,named 4.9.6a-Rel-Friday-4-July-97\010\009GregSchueman-LarryKahn-VirajBais-LeonMcCalla,,true,1.00,2020-09-18T00:56:44Z,2020-09-03T03:16:21Z
203.85.45.26,pc026.chkg.com.,4058,CITIC Telecom International CPC Limited,HK,,named 4.9.6a-Rel-Friday-4-July-97\010\009GregSchueman-LarryKahn-VirajBais-LeonMcCalla,,true,1.00,2020-09-18T00:56:44Z,2020-09-03T03:16:23Z
203.85.45.131,www.chkg.com.,4058,CITIC Telecom International CPC Limited,HK,,named 4.9.6a-Rel-Friday-4-July-97\010\009GregSchueman-LarryKahn-VirajBais-LeonMcCalla,,true,0.96,2020-09-18T00:56:45Z,2020-09-03T03:16:25Z
203.169.229.63,mail10.exchangespeed.net.,9293,NTT Com Asia Limited,HK,,Microsoft DNS 6.1.7601 (1DB15B4F),,false,1.00,2020-09-18T00:56:44Z,2020-09-03T03:16:31Z
203.186.61.66,203186061066.static.ctinets.com.,9269,Hong Kong Broadband Network Ltd.,HK,Central,,,false,1.00,2020-09-18T00:56:55Z,2020-09-03T03:16:36Z
203.186.217.188,203186217188.ctinets.com.,9269,Hong Kong Broadband Network Ltd.,HK,Central,Microsoft DNS 6.1.7601 (1DB15F75),,false,1.00,2020-09-18T00:56:44Z,2020-09-03T03:16:39Z
203.198.68.197,197.68.198.203.static.netvigator.com.,4515,HKT Limited,HK,Ho Man Tin,,,false,0.96,2020-11-17T18:08:02Z,2020-09-03T03:16:48Z
203.198.186.71,mail.smlgroup.com.,4515,HKT Limited,HK,Kowloon,,,false,0.93,2020-09-18T00:56:44Z,2020-09-03T03:16:50Z
204.97.212.10,ns3.sprintlink.net.,1239,SPRINTLINK,US,,,,true,1.00,2020-11-17T08:11:59Z,2020-09-03T03:16:54Z
204.117.214.10,ns1.sprintlink.net.,1239,SPRINTLINK,US,,,,true,1.00,2020-11-17T08:11:59Z,2020-09-03T03:16:58Z
204.194.232.200,,30607,302-DIRECT-MEDIA-ASN,US,,,,true,1.00,2020-09-18T00:56:43Z,2020-09-03T03:16:59Z
204.194.234.200,,30607,302-DIRECT-MEDIA-ASN,US,,,,true,1.00,2020-09-18T00:56:43Z,2020-09-03T03:17:02Z
205.147.105.236,hk.linkwork.dk.,36236,NETACTUATE,US,,9.10.0-RedHat-9.10.0-0.el6,,false,1.00,2020-11-17T08:12:06Z,2020-09-03T03:17:05Z
208.67.220.222,resolver4.opendns.com.,36692,OPENDNS,US,,,,true,1.00,2020-09-18T00:56:39Z,2020-09-03T03:17:07Z
210.0.128.241,,9304,HGC Global Communications Limited,HK,Central,,,true,1.00,2020-11-17T08:11:57Z,2020-09-03T03:17:14Z
210.0.128.242,,9304,HGC Global Communications Limited,HK,Central,,,true,1.00,2020-11-17T08:11:56Z,2020-09-03T03:17:19Z
210.0.255.216,,9304,HGC Global Communications Limited,HK,Causeway Bay,,,true,1.00,2020-11-17T08:11:57Z,2020-09-03T03:17:22Z
210.5.56.145,,4809,China Telecom Next Generation Carrier Network,CN,,Who knows?,,false,1.00,2020-09-18T00:56:37Z,2020-09-03T03:17:37Z
210.5.56.146,name1.chinatelecomglobal.com.,4809,China Telecom Next Generation Carrier Network,CN,,Who knows?,,false,1.00,2020-09-18T00:56:42Z,2020-09-03T03:17:38Z
210.87.250.59,ns5.imsbiz.com.,4515,HKT Limited,HK,Tai Kok Tsui,[Secured],,false,1.00,2020-09-18T00:56:45Z,2020-09-03T03:17:52Z
210.87.253.59,ns9.imsbiz.com.,4515,HKT Limited,HK,Tai Kok Tsui,9.16.3,,false,1.00,2020-11-17T08:11:58Z,2020-09-03T03:17:55Z
182.93.14.178,n18293z14l178.static.ctmip.net.,4609,Companhia de Telecomunicacoes de Macau SARL,MO,Macao,9.8.2rc1-RedHat-9.8.2-0.10.rc1.el6,,false,0.98,2020-11-17T18:06:32Z,2020-09-03T03:17:55Z
202.175.45.2,ml310.redcross.org.mo.,4609,Companhia de Telecomunicacoes de Macau SARL,MO,Macao,,,false,1.00,2020-11-17T08:12:01Z,2020-09-03T03:18:11Z
182.93.18.83,n18293z18l83.static.ctmip.net.,4609,Companhia de Telecomunicacoes de Macau SARL,MO,Macao,,,false,1.00,2020-11-17T08:12:03Z,2020-09-03T03:18:14Z
202.175.66.122,z66l122.static.ctm.net.,4609,Companhia de Telecomunicacoes de Macau SARL,MO,,Microsoft DNS 6.1.7600 (1DB04001),,false,0.75,2020-11-17T08:12:11Z,2020-09-03T03:18:48Z
202.175.63.37,z63l37.static.ctm.net.,4609,Companhia de Telecomunicacoes de Macau SARL,MO,Macao,Microsoft DNS 6.1.7601 (1DB15F75),,false,1.00,2020-09-18T00:56:44Z,2020-09-03T03:19:03Z
202.175.63.36,z63l36.static.ctm.net.,4609,Companhia de Telecomunicacoes de Macau SARL,MO,Macao,Microsoft DNS 6.1.7601 (1DB15F75),,false,1.00,2020-09-18T00:56:47Z,2020-09-03T03:19:17Z
210.176.64.218,,4515,HKT Limited,HK,Tsuen Wan,DNSServer,,false,1.00,2020-09-18T00:56:37Z,2020-09-03T03:19:29Z
210.176.64.219,,4515,HKT Limited,HK,Tsuen Wan,DNSServer,,false,1.00,2020-09-18T00:56:37Z,2020-09-03T03:19:31Z
210.177.222.162,,4515,HKT Limited,HK,Central,,,false,1.00,2020-09-18T00:56:40Z,2020-09-03T03:19:44Z
210.177.222.168,mail.n4system.com.,4515,HKT Limited,HK,Tai Wai,,,false,0.96,2020-11-17T08:11:59Z,2020-09-03T03:19:49Z
210.177.230.51,ns2.novelent.com.,4515,HKT Limited,HK,Sheung Wan,Microsoft DNS 6.0.6002 (17724655),,false,1.00,2020-11-17T18:06:08Z,2020-09-03T03:19:52Z
210.177.255.186,,4515,HKT Limited,HK,Central,,,false,1.00,2020-09-18T00:56:52Z,2020-09-03T03:19:54Z
210.245.150.62,,17444,AS number for New World Telephone Ltd.,HK,,Microsoft DNS 6.1.7600 (1DB04001),,false,1.00,2020-09-18T00:56:51Z,2020-09-03T03:20:04Z
218.102.1.7,tswc2a007.netvigator.com.,4760,HKT Limited,HK,Central,Microsoft DNS 6.0.6003 (1773501D),,false,1.00,2020-11-17T08:12:06Z,2020-09-03T03:20:07Z
218.102.1.8,tswc2a008.netvigator.com.,4760,HKT Limited,HK,Central,Microsoft DNS 6.0.6003 (1773501D),,false,1.00,2020-11-17T08:12:04Z,2020-09-03T03:20:10Z
218.103.37.238,238.37.103.218.static.netvigator.com.,4760,HKT Limited,HK,Yuen Long,Microsoft DNS 6.0.6003 (1773501D),,false,1.00,2020-11-17T08:12:01Z,2020-09-03T03:20:13Z
220.241.92.140,mail.jkcapitalmanagement.com.,4515,HKT Limited,HK,Kowloon,Microsoft DNS 6.1.7601 (1DB15EC5),,false,1.00,2020-11-17T08:11:59Z,2020-09-03T03:20:22Z
223.197.220.13,223-197-220-13.static.imsbiz.com.,4760,HKT Limited,HK,Wanchai,Microsoft DNS 6.1.7601 (1DB14556),,false,1.00,2020-11-17T08:12:06Z,2020-09-03T03:20:38Z
203.198.7.66,ns4.netvigator.com.,4760,HKT Limited,HK,Central,[Secured],,false,1.00,2020-11-11T20:14:47Z,2020-09-03T03:30:02Z
210.0.255.250,bbdns1.on-nets.com.,9304,HGC Global Communications Limited,HK,Causeway Bay,,,true,1.00,2020-11-17T08:12:12Z,2020-09-03T03:32:56Z
210.0.255.251,bbdns2.on-nets.com.,9304,HGC Global Communications Limited,HK,Causeway Bay,,,true,1.00,2020-11-17T08:11:58Z,2020-09-03T03:32:59Z
210.0.128.250,ns250.on-nets.com.,9304,HGC Global Communications Limited,HK,Central,,,true,1.00,2020-11-17T18:06:40Z,2020-09-03T03:33:01Z
210.0.128.251,ns251.on-nets.com.,9304,HGC Global Communications Limited,HK,Central,,,true,1.00,2020-11-17T08:12:12Z,2020-09-03T03:33:04Z
202.14.67.14,ns2.pacific.net.hk.,2706,HKBN Enterprise Solutions HK Limited,HK,,,,false,1.00,2020-11-17T08:12:06Z,2020-09-03T03:34:12Z
165.87.13.129,nscache.prserv.net.,7018,ATT-INTERNET4,US,,,,false,1.00,2020-11-17T08:12:10Z,2020-09-03T03:40:17Z
165.87.201.244,nscache07.us.prserv.net.,7018,ATT-INTERNET4,US,,,,false,1.00,2020-11-17T08:12:10Z,2020-09-03T03:40:18Z
202.175.82.40,z82l40.static.ctm.net.,4609,Companhia de Telecomunicacoes de Macau SARL,MO,Macao,,,false,0.62,2020-11-17T18:06:39Z,2020-09-03T05:43:12Z
182.93.18.84,n18293z18l84.static.ctmip.net.,4609,Companhia de Telecomunicacoes de Macau SARL,MO,Macao,,,false,1.00,2020-11-11T20:14:46Z,2020-09-03T05:43:28Z
202.175.81.160,z81l160.static.ctm.net.,4609,Companhia de Telecomunicacoes de Macau SARL,MO,Macao,,,false,1.00,2020-10-20T11:23:35Z,2020-09-03T05:43:31Z
202.86.133.35,n20286z133l35.static.ctmip.net.,4609,Companhia de Telecomunicacoes de Macau SARL,MO,,9.9.4-RedHat-9.9.4-37.el7,,true,1.00,2020-09-18T00:56:55Z,2020-09-03T05:44:29Z
202.86.128.85,mail2.ihm.gov.mo.,4609,Companhia de Telecomunicacoes de Macau SARL,MO,Macao,9.3.4-P1,,false,0.95,2020-11-17T18:06:30Z,2020-09-03T05:45:47Z
202.175.47.234,z47l234.static.ctm.net.,4609,Companhia de Telecomunicacoes de Macau SARL,MO,Macao,Microsoft DNS 6.1.7601 (1DB15D39),,false,1.00,2020-09-18T00:56:47Z,2020-09-03T05:45:57Z
202.86.179.215,n20286z179l215.static.ctmip.net.,4609,Companhia de Telecomunicacoes de Macau SARL,MO,Macao,,,false,0.99,2020-11-17T18:08:23Z,2020-09-03T05:46:11Z
180.94.153.175,nz153l175.bb18094.ctm.net.,4609,Companhia de Telecomunicacoes de Macau SARL,MO,Macao,dnsmasq-2.76,,false,1.00,2020-09-08T23:02:11Z,2020-09-03T05:55:21Z
202.86.178.60,n20286z178l60.static.ctmip.net.,4609,Companhia de Telecomunicacoes de Macau SARL,MO,Macao,DNSServer,,false,1.00,2020-09-18T00:56:39Z,2020-09-03T06:01:33Z
202.175.19.169,z19l169.static.ctm.net.,4609,Companhia de Telecomunicacoes de Macau SARL,MO,,,,false,1.00,2020-09-18T00:56:39Z,2020-09-03T06:01:38Z
109.238.224.178,host-109-238-224-178-customer.wanex.net.,15491,JSC Silknet,GE,Batumi,,,false,1.00,2020-09-18T00:56:37Z,2020-09-03T19:50:38Z
195.5.179.30,,9144,Chempionebi 111 LTD,GE,Tbilisi,,,false,1.00,2020-09-18T00:56:45Z,2020-09-03T19:50:46Z
91.239.207.90,,47810,Proservice LLC,GE,Tbilisi,,,false,0.97,2020-09-15T20:02:04Z,2020-09-03T19:51:44Z
195.5.179.29,,9144,Chempionebi 111 LTD,GE,Tbilisi,Microsoft DNS 6.1.7601 (1DB14556),,false,1.00,2020-09-08T23:02:35Z,2020-09-03T19:52:00Z
91.208.144.50,gpc.gpc.ge.,47810,Proservice LLC,GE,,9.3.6-P1-RedHat-9.3.6-20.P1.el5_8.6,,false,0.97,2020-09-15T20:01:23Z,2020-09-03T19:52:08Z
185.83.36.15,,201174,Tbilisi City Hall,GE,Tbilisi,,,false,1.00,2020-09-18T00:56:47Z,2020-09-03T19:52:09Z
91.232.26.35,ns.president.gov.ge.,57445,Administration of the President of Georgia,GE,,Microsoft DNS 6.1.7601 (1DB15F75),,false,1.00,2020-09-18T00:56:42Z,2020-09-03T19:53:35Z
82.211.133.135,,16010,Magticom Ltd.,GE,,go away,,true,0.83,2020-09-18T00:57:03Z,2020-09-03T19:53:37Z
124.158.90.27,,38805,"STXCitinet, Leading Internet & VOIP Service Provider, Ulaanbaatar, Mongolia",MN,,,,false,0.82,2020-09-15T20:01:22Z,2020-09-03T19:55:46Z
59.153.85.25,,56293,Kewiko LLC,MN,,,,false,0.90,2020-11-17T08:12:00Z,2020-09-03T19:58:09Z
66.181.167.232,,17882,first E-commerce and TriplePlay Service ISP in Mongolia.,MN,Ulan Bator,dnsmasq-2.40,,false,0.21,2020-09-18T00:56:58Z,2020-09-03T19:58:11Z
49.0.184.30,,38818,YOKOZUNANET LLC,MN,Ulaangom,,,false,1.00,2020-09-08T23:01:31Z,2020-09-03T19:58:14Z
183.177.101.51,,58439,ICNC LLC,MN,,,,false,0.93,2020-09-18T00:56:39Z,2020-09-03T19:58:27Z
202.21.99.42,,9484,Mobinet LLC. AS Mobinet Internet Service Provider,MN,Ulan Bator,,,false,1.00,2020-09-18T00:56:57Z,2020-09-03T19:58:53Z
124.158.93.2,,38805,"STXCitinet, Leading Internet & VOIP Service Provider, Ulaanbaatar, Mongolia",MN,,dnsmasq-2.40,,true,0.26,2020-09-18T00:56:40Z,2020-09-03T19:59:07Z
185.83.148.251,185.83.148.251.static.user.gibfibre.com.,202087,Gibfibre Ltd,GI,Gibraltar,,,false,0.75,2020-11-15T23:14:53Z,2020-09-03T20:06:02Z
185.83.149.220,185.83.149.220.static.user.gibfibre.com.,202087,Gibfibre Ltd,GI,Gibraltar,,,false,1.00,2020-09-18T00:56:56Z,2020-09-03T20:06:04Z
103.6.168.114,,38001,NewMedia Express Pte Ltd,GI,,9.8.2rc1-RedHat-9.8.2-0.68.rc1.el6_10.7,,false,1.00,2020-09-18T00:56:38Z,2020-09-03T20:08:26Z
154.72.207.126,,327724,NITA,UG,Kampala,,,false,0.34,2020-09-18T00:57:02Z,2020-09-03T20:20:49Z
154.72.212.38,,327724,NITA,UG,Kampala,,,false,0.99,2020-09-18T00:57:12Z,2020-09-03T20:21:06Z
154.72.197.138,mail.udc.go.ug.,327724,NITA,UG,Kampala,Microsoft DNS 6.1.7600 (1DB04001),,false,0.98,2020-09-15T20:02:04Z,2020-09-03T20:21:11Z
46.130.117.36,36.117.130.46.in-addr.mts.am.,43733,MTS Armenia CJSC,AM,Yerevan,dnsmasq-2.51,,false,0.90,2020-09-18T00:56:40Z,2020-09-03T20:22:29Z
130.193.123.78,ns2.transgaz.am.,49800,GNC-Alfa CJSC,AM,Yerevan,,,false,1.00,2020-09-18T00:56:54Z,2020-09-03T20:22:31Z
81.16.8.110,host-110.8.16.81.ucom.am.,44395,Ucom LLC,AM,,,,false,0.94,2020-09-18T00:56:49Z,2020-09-03T20:22:36Z
185.8.3.151,ns2.kecharis.am.,49800,GNC-Alfa CJSC,AM,,,,false,0.99,2020-09-15T20:01:11Z,2020-09-03T20:24:32Z
45.133.105.123,,49800,GNC-Alfa CJSC,AM,,,,false,0.81,2020-09-18T00:56:45Z,2020-09-03T20:24:43Z
91.221.229.84,host-91-221-229-84.gov.am.,197497,Republic of Armenia Government staff Public administration Institution.,AM,,9.9.4-RedHat-9.9.4-38.el7_3.2,,false,0.97,2020-11-17T08:12:06Z,2020-09-03T20:24:59Z
86.102.66.130,,12332,Rostelecom,RU,Vladivostok,9.12.3-P1,,false,0.75,2020-11-15T23:18:07Z,2020-09-03T20:33:54Z
160.119.209.148,,328144,Touch-IT-AS,SZ,,,,false,0.87,2020-09-18T00:56:46Z,2020-09-03T20:46:31Z
69.63.73.141,,19711,SWAZINET,SZ,Mbabane,,,false,0.95,2020-10-20T11:23:28Z,2020-09-03T20:46:59Z
69.63.73.146,,19711,SWAZINET,SZ,,,,false,0.84,2020-11-17T08:11:26Z,2020-09-03T20:47:39Z
160.119.210.14,,328144,Touch-IT-AS,SZ,Mbabane,,,false,0.79,2020-11-17T08:12:14Z,2020-09-03T20:47:50Z
69.63.64.12,ns1.swazi.net.,19711,SWAZINET,SZ,Mbabane,9.3.6-P1,,false,0.80,2020-11-17T18:07:31Z,2020-09-03T20:48:01Z
197.149.129.110,,37462,Prestabist,TD,Salal,,,false,0.97,2020-11-17T08:12:03Z,2020-09-03T20:52:15Z
169.239.120.6,,327975,ILNET-TELECOM,TD,Massakory,Microsoft DNS 6.1.7600 (1DB04001),,false,1.00,2020-11-15T23:18:13Z,2020-09-03T20:52:23Z
169.255.153.58,,327864,ALBIDEYNET,TD,Fada,,,false,0.99,2020-09-08T23:01:41Z,2020-09-03T20:52:25Z
169.255.152.118,,327864,ALBIDEYNET,TD,Bongor,,,false,0.93,2020-11-17T08:12:06Z,2020-09-03T20:53:12Z
41.242.153.26,,328594,SUDATCHAD-AS,TD,,,,false,0.99,2020-09-08T23:01:31Z,2020-09-03T20:53:15Z
165.16.68.1,,37284,Aljeel-net,LY,,,,false,0.97,2020-09-18T00:56:44Z,2020-09-03T20:56:47Z
165.16.48.9,,37284,Aljeel-net,LY,Zawiya,,,false,0.95,2020-09-15T20:01:24Z,2020-09-03T20:56:49Z
164.160.147.21,,328073,Ion-Telecom-AS,LY,,,,true,0.87,2020-09-15T20:01:26Z,2020-09-03T20:57:05Z
1.0.0.2,,13335,CLOUDFLARENET,AU,,,,true,1.00,2020-09-15T20:01:24Z,2020-09-05T14:05:36Z
1.0.0.3,,13335,CLOUDFLARENET,AU,,,,true,1.00,2020-09-18T00:56:56Z,2020-09-05T14:05:36Z
4.2.2.1,a.resolvers.level3.net.,3356,LEVEL3,US,,Version: recursive-main/20717463,,false,1.00,2020-11-11T17:14:41Z,2020-09-05T14:06:08Z
4.2.2.3,c.resolvers.level3.net.,3356,LEVEL3,US,,Version: recursive-main/20717463,,false,1.00,2020-11-17T18:06:52Z,2020-09-05T14:06:09Z
4.2.2.5,e.resolvers.level3.net.,3356,LEVEL3,US,,Version: recursive-main/20717463,,false,1.00,2020-11-17T18:07:34Z,2020-09-05T14:06:23Z
8.0.6.0,cns1.Atlanta2.Level3.net.,3356,LEVEL3,US,Atlanta,Version: recursive-main/18640994,,false,1.00,2020-11-17T08:11:59Z,2020-09-05T14:06:25Z
8.0.7.0,cns3.Atlanta2.Level3.net.,3356,LEVEL3,US,Atlanta,Version: recursive-main/20717463,,false,1.00,2020-09-18T00:57:02Z,2020-09-05T14:06:26Z
62.129.252.215,dns5.home.pl.,12824,home.pl S.A.,PL,,home.pl,,false,1.00,2020-11-17T18:06:07Z,2020-09-05T14:06:35Z
62.129.252.252,dns4.home.pl.,12824,home.pl S.A.,PL,,home.pl,,false,1.00,2020-11-17T08:12:00Z,2020-09-05T14:06:38Z
77.88.8.1,secondary.dns.yandex.ru.,13238,YANDEX LLC,RU,,PowerDNS Recursor 4.0.8 (built Dec 11 2017 10:39:35 by root@4351f9921268),,false,1.00,2020-09-08T23:02:55Z,2020-09-05T14:06:41Z
77.88.8.2,secondary.safe.dns.yandex.ru.,13238,YANDEX LLC,RU,,PowerDNS Recursor 4.0.8 (built Dec 11 2017 10:39:35 by root@4351f9921268),,false,1.00,2020-09-15T20:01:19Z,2020-09-05T14:06:42Z
77.88.8.3,secondary.family.dns.yandex.ru.,13238,YANDEX LLC,RU,,PowerDNS Recursor 4.0.8 (built Dec 11 2017 10:39:35 by root@4351f9921268),,false,1.00,2020-09-18T00:56:57Z,2020-09-05T14:06:45Z
77.88.8.7,family.dns.yandex.ru.,13238,YANDEX LLC,RU,,PowerDNS Recursor 4.0.8 (built Dec 11 2017 10:39:35 by root@4351f9921268),,false,1.00,2020-09-15T20:02:23Z,2020-09-05T14:06:46Z
